Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
1268.0,Cycling to Silk Island Tour,Adventure Tours,1.6,3.4,5.0,138.47,"Bike with helmet, Minivan transfer to another river bank side & from pier back to hotel, Bottled water, Lunch, English speaking & cycling guide, Boat trip from Silk Island back to Phnom Penh pier","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1269.0,2-Day Temples with Sunrise Small Group Tour of Siem Reap,Adventure Tours,1.2,4.1,48.0,49.0,"2 days exploring the major temples including Bayteay Srei temple, Licensed and experienced English speaking tour guide, Air-con vehicle, Hotel pickup and drop off, Local tax, Mineral Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1270.0,Private Transfer: Hotel to Siem Reap Airport,Bus Tours,1.0,5.0,1.0,8.0,"Meet and greet service at the hotel, with welcome signage, Private one way airport transfer, Professional driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1271.0,"7 Days Private Tour Siem Reap (Angkor), Hanoi & Halong Bay Overnight Cruise",Bus Tours,3.6,5.0,72.0,2130.0,"Breakfast, Lunch, Breakfast, Lunch, Breakfast, Breakfast, Lunch, Breakfast, Lunch, Lunch, Breakfast, 6-night accommodation based on double/twin sharing room as specified above, Daily breakfast included, Private transportation by modern air-conditioned vehicle with experiences safe driver, Professional Licensed English Speaking guide, All entrance fees at places listed above, Boat cruise as specified above, All of activities fees are mentioned or specified in itinerary with English speaking guide, International flight tickets: Siem Reap - Hanoi on Economy Class, Meal plan as mentioned above, 03 bottles of mineral water per person per day, VAT and all taxes and service charge, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Phimeanakas, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Phare, The Cambodian Circus, Entry/Admission - Beng Mealea, Entry/Admission - Koh Ker Temple, Entry/Admission - Banteay Srei, Entry/Admission - Preah Khan, Entry/Admission - Kampong Phluk Floating Village, Entry/Admission - Ho Chi Minh Mausoleum, Entry/Admission - Temple of Literature & National University, Entry/Admission - Vietnam Museum of Ethnology, Entry/Admission - Hanoi Opera House, Entry/Admission - Hoa Lo Prison, Entry/Admission - Thang Long Water Puppet","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1272.0,Private Half day Sunset Siem Reap city tour by Tuk Tuk,Private and Luxury,1.2,4.1,6.0,51.29,"Professional English speaking tour guide, Khmer Tuk Tuk and driver, Cold water and Cold towels, Gratuity is recommended, Entry/Admission - Royal Residence, Entry/Admission - Artisans Angkor, Entry/Admission - Prasat Phnom Krom","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1274.0,1 Day- Angkor Wat With Small Circuit & Banteay Srei ( The Most Popular),Full-day Tours,1.0,4.4,8.0,35.0,"All local Applicable Taxes, Cold Water & Sweep towel, Professional English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1275.0,Private Full-Day Temples Explorer Small Group of Siem Reap,Luxury Car Tours,1.2,4.1,7.0,51.29,"Air-Con Vehicle, Licensed English-Speaking Guide, Cool Water & Towels, Local Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1276.0,Champey Cooking Class - Include Pickup and Drop-off,Cooking Classes,1.0,4.4,3.0,38.0,"All activities, Driver/guide, Headsets to hear the guide clearly, Professional guide, Live entertainment, Lunch - 3-course lunch, Light refreshments, Local taxes, All taxes, fees and handling charges, Hotel pickup and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1277.0,Ancient Temples Explorer with sunset by Tuk Tuk,Full-day Tours,1.0,4.4,8.0,38.98,"Experienced English speaking local guide, Tuk Tuk (local transport) 2 person per Tuk Tuk, Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1278.0,Private intercity transfer ! From Phnom Penh to any cities in Cambodia (One Way),Bus Tours,1.2,4.1,9.0,55.0,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation, Hotel pick-up & drop off, Provide name sign when pick up","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1279.0,Angkor Trail Discovery by Bicycle,Full-day Tours,1.0,4.4,7.0,30.77,"Tour guide, Bike","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1280.0,4 Days Siem Reap Highlights,Bus Tours,1.4,4.1,72.0,282.06,"Lunch, Lunch, English speaking guide during tour, One-day Angkor Pass, Cold drink water on tour, Entry/Admission - Angkor Thom, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Angkor National Museum, Entry/Admission - Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1281.0,Angkor Full Day Private Tour with 2 Extra,Full-day Tours,1.2,4.1,7.0,69.0,"Private transportation, English speaking tour guide, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1282.0,Siem Reap - Halfday Cooking Class (Private),Cooking Classes,1.2,4.1,3.0,65.39,"Local English speaking guide, Pick up and drop off by tuk tuk (1/2pax), Chef and support staffs, One soft drink per person, Mineral water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1283.0,Banteay Srei-Grand Tour Full Day - Small Group,Full-day Tours,1.0,4.4,7.0,32.0,"Experience English tour guide, Air-condition vehicle, Bottle water, Hotel Pick-up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1284.0,Unique Private Sunrise Angkor Wat Tours,Full-day Tours,1.4,3.8,9.0,130.0,"Cold Drinks & Cold Towels, Tour Guide Service, Air-conditioned vehicle, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
1285.0,Sunrise Small-Group Angkor Wat Private Tour,Bus Tours,1.4,3.8,7.0,80.0,"Bottled water, Private transportation, English guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1286.0,Kulen National Park and Untouched Beng Mealea Temple Adventure,Bus Tours,1.2,4.1,10.0,70.0,"English Speaking Guide (Languages other than English is subject to extra charge), Air-conditioned vehicle, Bottled water, Kulen National Park Admission Fee","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1287.0,Private Tour Full Day Big Group of Angkor Achaeological Park,Bus Tours,1.4,3.8,9.0,85.0,"Service of English speaking tour guide, Service of trasnportation during the tour, Unlimited water bottle during tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1288.0, Kulen Mountain Army Jeep Tour,Full-day Tours,1.4,3.8,7.0,102.57,"English speaking tour guide with license, standard Jeep and licensed driver, Cool pure drinking water and towels, Pick up and drop off, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1289.0,Temples and Life Style (2 Days),Bus Tours,1.4,3.9,48.0,141.03,"English Speaking Guide, Air-conditioned vehicle, Drinking Water, Cool Towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1290.0,Angkor Thom Explorer Tour,Full-day Tours,1.2,4.1,8.0,47.44,"English-Speaking Tour Guide, Transportation ( AC car or minivan or minibus, Bottles of cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1291.0,Private Taxi Transfer Siem Reap to Battambang I Battambang to Siem Reap,Bus Tours,1.2,4.1,6.0,59.34,"Vaccinated experienced driver with license, Petrol, parking fees and toll, Free water during the trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1292.0,Kompong Pluk by Half day afternoon Shared Tour,Bus Tours,1.0,4.4,5.0,43.08,"Entry fee and boat ticket, Air conditioned vehicle, Drinking Water and cold towel, Hotel pick up and drop off, professional English Speaking guide, Note: we use motor bike for one pax per day, 3 pax with Lexus and 4 by min van","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1293.0,3 Days Jungle Trek in Virachey Forest,Adventure Tours,1.0,4.8,72.0,487.68,"Lunch, Dinner, Dinner, Lunch, Breakfast","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1294.0,Private Transfer from Binh Duong to Tan Son Nhat (SGN) Airport,Bus Tours,1.2,4.1,3.0,49.16,"All taxes and VAT, Any parking and/or airport tolls, Meet and greet service, Private one way transfer, Tips and gratuities","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
1295.0,9-Day Cambodia and Thailand Private Sightseeing Tour,Bus Tours,14.2,5.0,72.0,3665.0,"Lunch, Breakfast, Breakfast, Breakfast, Breakfast, Breakfast, Lunch, Breakfast, Lunch, Breakfast, Breakfast, On-Tour Air included (2 flights), Stay 3 nights at the Borei Angkor Resort & Spa (Landmark Room), Stay 3 nights at the X2 Chiang Mai Riverside Resort (Garden View Suite), Stay 2 nights at the Sukhothai Hotel (Deluxe Room), Licensed English-Speaking guide, Private transportation by modern air-conditioned vehicle, Airport transfers upon arrival and departure as noted, Sightseeing as specified including entrance fees, Included admission fee to visit the temples in Angkor Archaeological Park three-day ticket $62.00, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Phimeanakas, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Srei, Entry/Admission - Preah Khan, Entry/Admission - Kampong Phluk Floating Village, Entry/Admission - Wat Phra Singh, Entry/Admission - Wat Chedi Luang Varavihara, Entry/Admission - Wat Suan Dok, Entry/Admission - Wat Phra That Lampang Luang, Entry/Admission - Wat Phra That Hariphunchai, Entry/Admission - Wat Phra That Doi Suthep, Entry/Admission - Wat Pho Thai Traditional Massage School, Entry/Admission - The Grand Palace, Entry/Admission - Temple of the Emerald Buddha (Wat Phra Kaew), Entry/Admission - Klongs, Entry/Admission - Temple Of Dawn (Wat Arun), Entry/Admission - Jim Thompson House","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1296.0,Private Half-Day Massage Class in Phnom Penh,Health Tour,1.2,4.1,3.0,50.0,"Free Lunch, Free 1 hour Massage","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1297.0,Heavenly rural sunset cycling,Adventure Tours,1.2,4.1,8.0,71.79,Bike & purneral water,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1298.0,"Banteay Srei, Kbal Spean And Beng Mealea Off Beaten Track",Full-day Tours,1.4,3.9,7.0,164.11,"Priviate Tour, License Tour Guide, Bottle Waters, Driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1299.0,Bonteay Srei waterfall 1000 shiva lingas by Private Jeep,Full-day Tours,1.4,3.8,7.0,102.57,"Professional English Speaking guide, Cold water and cold towels, War Jeep and licensed driver, Pick up and drop off, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1300.0,Banteay Srei & Grand Circuit - Private Tours,Adventure Tours,1.2,4.1,7.0,75.0,"Professional English Speaking Tour guide, Pick up and drop by private tuk tuk, Water & Cold towel during tour, Entry/Admission - Pre Rup, Entry/Admission - Neak Pean, Entry/Admission - Preah Khan","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1301.0,Bike Rental Service in Siem Reap,Rentals,1.0,4.4,7.0,5.13,Bike Rental and Free Delivery Service,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1302.0,Jump to explore Battambang from Siem Reap,Full-day Tours,1.4,4.3,64.0,307.7,"English Speaking Tour Guide, Transportation, Cold water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1303.0,Siem Reap Airport Pickup/Transfer,Bus Tours,1.0,4.4,1.0,25.0,"Private transportation, Air-conditioned vehicle, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1304.0,Full-Day Private Banteay Chhmar Tour with Guide and Transport,Bus Tours,1.4,4.1,7.0,173.08,"Speaking Guide (License guide) (1Days Tour) - Private, Air-con Vehicle (Car - Van or Bus) (1Days), Mineral Water, Pickup and drop off from hotel client stay (in Siem Reap)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1305.0,Siem Reap city tour Chreav Eco Museum and Kroum hill sunset By Bike,Full-day Tours,1.2,4.1,7.0,64.11,"Best bicycles, Cool pure drinking water, Set Menu foods, Fruit Snack, Private Tour, All Parking fees, Drop off, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1306.0,Beng Mealea Ruins Kho Kay Ruins Ruins Banteay Srei Ruins Sightseeing,Full-day Tours,1.4,4.1,7.0,155.0,Japanese-speaking guide/private car,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1307.0,Tamao Mountain and Tonle Bati Private Day Trip from Phnom Penh,Bus Tours,1.0,5.0,7.0,150.0,"Private Tour Guide, Private Transportation, Pure Drinking Water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1308.0,Private Guide Two Days Trip of Angkor Wat Park - Banteay Srei Temples Tours,Luxury Car Tours,1.0,4.4,48.0,135.0,"Private English Speaking tour guide, Air-con transports, Gasoline, Tool, Parking, Cold bottles of water during tour, Passenger insurance included","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1309.0,Private Angkor Grand Tour Bakeng Sunset,Full-day Tours,1.2,4.1,7.0,123.08,"English speaking tour guide, Car / Van with air-conditioning, Cool pure drinking water and towels, Gratuity is recommended, Pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1310.0,Private Full-Day Massage Classes in Phnom Penh,Health Tour,1.2,4.1,6.0,100.0,"Guest will get complimentary lunch meal, Guest will get complimentary 1hour Massage","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1311.0,Private Full-Day Tour Khbal Spean and Banteay Srei,Full-day Tours,1.4,4.1,9.0,135.0,"Professional guide/driver with history and photography skills, Included cold waters and wipes, petrol, toll road and parking lots, Hotel pickup and drop-off, Transport by air-conditioned minivan","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1312.0,Phnom Kulen Waterfall & Banteay Srei Tour,Attractions & Museums,1.4,4.1,24.0,153.85,"Transportation, Cold Towels, Drinking Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1313.0, Beng Mealea avoid crowds Private Tour,Walking Tours,1.2,4.1,7.0,88.27,"Professional English Speaking guide, Cold Water, Pick up and Drop off, Gratuity is recommended, Motorcyle and Driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1314.0,Khmer Cooking Class Siem Reap,Cooking Classes,1.0,4.6,24.0,39.0,"Pick up and Drop off, 4 Course meal that you have prepared, Experienced local host/guide, Ingredients for your dishes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1315.0,Kulen Mountain (or Phnom Kulen) in Siem Reap (Private tour),Bus Tours,1.2,4.1,8.0,94.0,"Private Informative & friendly English-speaking guide, Private Air-con transportation, Entrance fee, 03 Bottled water and wet tissues, Hotel pickup and drop-off, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1316.0,1 Days Private - Sambo Prei Kuk and Tonlesap lake with guide and transport,Bus Tours,1.4,4.1,7.0,185.9,"Speaking Guide (License guide) (1Days Tour) - Private, Air-con Vehicle (Car - Van or Bus) (1Days), Boat Trip at Tonlesap Lake, Mineral Water, Pickup and drop off from hotel client stay (in Siem Reap)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1317.0,Siem Reap Angkor 2 Days Tour,Bus Tours,1.4,4.1,48.0,165.0,"Private transportation, Air-conditioned vehicle, Professional luxury transportation driver with license, Cold water, Cold towel during trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1318.0,Private Full Day Trip To Preah Vihear Temple And Koh Ker City,Full-day Tours,1.4,3.9,11.0,260.0,"Cold Drinks & Cold Towels, Tour Guide Service, Air-conditioned vehicle, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
1319.0,1 Day-Angkor Wat With Small Circuit & Cruise to Floating Village,Full-day Tours,1.2,4.1,8.0,55.0,"All local Applicable Taxes, To Experience Tuk Tuk Most Popular Tuk Tuk /car/van/minibus, Cold Water & Sweep towel, Professional English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1320.0,Preah Vihear Temple 1-Day Tour,Full-day Tours,1.0,4.6,10.0,141.03,"English Speaking Tour Guide, Transportation: Car or Van, Cold pure drinking water and cold towel during temple trip., Free hotel pick up in the Siem Reap area.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1321.0,"Private One Day Trip to Banteay Srei, Rolous Group and Kompong Phluk",Bus Tours,1.0,4.6,8.0,141.03,"Bottled water, Professional guide, Private tour, Hotel/port pickup and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1322.0,Full-Day Photo Tour Angkor Wat from Siem Reap,Full-day Tours,1.4,3.9,7.0,243.59,"Hotel pick up & drop off, English photography instructor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1323.0,Private Fun Quad Bike Adventure in Siem Reap with Hotel Pick Up,Private Sightseeing Tours,1.4,3.9,2.0,222.34,"Professional local guide services, Round-trip transfers to and from your hotel, Quad Bike Polaris Trailboss 330 rental, Safety orientation, All necessary safety equipment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1324.0,3 Days Tour of Angkor Wat-Big Circuit and Banteay Srei-Flaoting Village Private,Bus Tours,1.0,4.4,72.0,189.0,"Bottle of Water, Hotel pick-up and drop off, Experience English Speaking Tour guide, Air-conditioned vehicle, Boat Ticket","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1325.0,Street Food Testing Tour,Bus Tours,1.0,4.6,6.0,102.57,"English Speaking Tour Guide, Hotel Pick Up/ Drop Off, Entry/Admission - Russian Market, Entry/Admission - Kandal Market, Entry/Admission - Orussey Market, Bottle water, Car and driver","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1326.0,Private One Day Adventure to Beng Mealea and Kompong Khleang,Adventure Tours,1.0,4.6,7.0,156.25,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Fuel surcharge","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1327.0,4 Days Angkor Cycling,Adventure Tours,1.0,4.8,72.0,435.0,"Lunch, Lunch, Meet and greet service at airport/ Private transportation by air-conditioned vehicle, Porterage for 1 piece of standard sized luggage + 1 hand carry per person for arrival & departure transfer, Sightseeing as per itinerary/ Services of English-Speaking Local Guide, Bicycle, helmet/ A/C vehicle accompany behind cycling tour, Entry/Admission - Angkor Thom, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Angkor National Museum, Entry/Admission - Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1328.0,Angkor Wat & Tonle Sap Lake Full day Tour,Full-day Tours,1.0,4.6,7.0,40.0,"Private transportation, English speaking driver, Parking fee/ tolls and petrol, Free pick up from hotel and drop off at the town","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1329.0,All Major Temples and Kulen Mountant Waterfall in 3 Days,Adventure Tours,1.0,4.6,72.0,160.0,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1330.0,Private Full Day Tour in Angkor Temples with Sunrise,Full-day Tours,1.0,4.6,10.0,43.0,"Experienced English-speaking tour guide, Private transportation by Tuk Tuk, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1331.0,cruise Siem Reap to Battambang,Full-day Tours,1.0,4.6,7.0,139.0,"Accommodation pick-up/drop-off, Professional guide, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1332.0,Half day car charter from Siem Reap to Banteay Samre Temple x Bok Mountain,Half-day Tours,1.0,4.6,4.0,16.0,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1333.0,Private 3 Day Tour to Angkor Wat & Jungle Temple,Bus Tours,1.4,4.3,72.0,328.21,"Private Tour Guide, Private Transportation, Pure Drinking Water, hotel pick up & drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1334.0, Temples of Angkor with Sunrise,Full-day Tours,1.0,4.6,10.0,25.0,"Round trip hotel transfers, English Speaking Tour Guide, Cold water during the touring, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1336.0,"Banteay Srei, Banteay Samre and Sunset at Pre Rup temple",Bus Tours,1.0,4.6,6.0,25.0,"Experienced & safe driver, Free cool & cool towels during touring, All local applicable taxes, English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1337.0,ESSENCE OF PHNOM PENH: PEARL OF INDOCHINA - 2 days 1 night,Bus Tours,1.4,4.1,48.0,216.42,"1 nights accommodation with dbl/twn/tpl sharing with daily breakfast, 3 meals mentioned in program, Private air-conditioned transfers, Private English speaking guide, Bottles of drinking water every day, Breakfast, Lunch, Dinner, Bottled water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1338.0,Private 12-Day Tour of Cambodia and Vietnam from Siem Reap,Bus Tours,16.4,5.0,72.0,3190.0,"Breakfast, Lunch, Breakfast, Breakfast, Breakfast, Lunch, Breakfast, Breakfast, Breakfast, Dinner, Breakfast, Lunch, Lunch, Breakfast, Breakfast, On-Tour Air included (3 flights), Stay 2 nights at the Borei Angkor Resort & Spa (Landmark Room), Stay 2 nights at the Hanoi La Siesta Hotel (Deluxe Room), Stay 1 night onboard the Dragon’s Legend Cruise (Deluxe Cabin), Stay 2 nights at the Hoi An La Siesta Resort & Spa (Veranda Pool View Room), Stay 1 night at the Azerai La Residence Hue (Superior River View Room), Stay 3 nights at the Hotel des Arts Saigon Mgallery (Deluxe Room), Private transportation by modern air-conditioned vehicle, Private professional Licensed English Speaking guide, Airport transfers upon arrival and departure as noted, Sightseeing as specified including entrance fees, 15 meals; service charges, taxes and porterage, Included admission fee to visit the temples in Angkor Archaeological Park three-day ticket $62.00, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Phimeanakas, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Srei, Entry/Admission - Preah Khan, Entry/Admission - Kampong Phluk Floating Village, Entry/Admission - Ho Chi Minh Mausoleum, Entry/Admission - Temple of Literature & National University, Entry/Admission - Vietnam Museum of Ethnology, Entry/Admission - Hanoi Opera House, Entry/Admission - Hoa Lo Prison, Entry/Admission - Hanoi Old Quarter Culture Exchange Center, Entry/Admission - Thang Long Water Puppet, Entry/Admission - Hoi An Ancient Town, Entry/Admission - Japanese Covered Bridge, Entry/Admission - The Old House of Phun Hung, Entry/Admission - Fukian Assembly Hall (Phuc Kien), Entry/Admission - Old House of Tan Ky, Entry/Admission - Hoi An Riverside, Entry/Admission - Tomb of Tu Duc, Entry/Admission - Tomb of Khai Dinh, Entry/Admission - Hue Imperial City (The Citadel), Entry/Admission - Thien Mu Pagoda, Entry/Admission - Tomb of Minh Mang, Entry/Admission - Cu Chi Tunnels, Entry/Admission - Saigon Notre Dame Cathedral, Entry/Admission - Central Post Office, Entry/Admission - The Independence Palace, Entry/Admission - War Remnants Museum, Entry/Admission - Ben Thanh Market","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1339.0,Siem Reap to Sambor Priekuk Temple Site Round Trip,Bus Tours,1.0,4.6,7.0,117.34,"Private transportation, Bottled water, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
